id	measurementType	measurementValue	measurementUnit
2056751	Thermal_maximum	10.62	°C
2056751	Thermal_mean	8.57	°C
2056751	Thermal_range	6.17	°C
2056758	Body_size	3.25	mm
2056758	Voltinism_mean	2	generation(s) / year
2056758	Dispersal_ability	0.26	ratio within order
2056758	Thermal_minimum	3.76	°C
2056758	Thermal_maximum	11.41	°C
2056758	Thermal_mean	9.22	°C
2056758	Thermal_range	7.65	°C
2056759	Body_size	3	mm
2056759	Voltinism_mean	1	generation(s) / year
2056759	Dispersal_ability	0.26	ratio within order
2056759	Thermal_minimum	6.08	°C
2056759	Thermal_maximum	10.47	°C
2056759	Thermal_mean	8.59	°C
2056759	Thermal_range	4.39	°C
2056757	Body_size	3.1	mm
2056757	Voltinism_mean	2	generation(s) / year
2056757	Dispersal_ability	0.38	ratio within order
2056757	Thermal_minimum	-1.63	°C
2056757	Thermal_maximum	10.65	°C
2056757	Thermal_mean	8.85	°C
2056757	Thermal_range	12.28	°C
2056749	Body_size	3.55	mm
2056749	Voltinism_mean	2	generation(s) / year
2056749	Dispersal_ability	0.63	ratio within order
2056749	Thermal_minimum	-1.63	°C
2056749	Thermal_maximum	12.78	°C
2056749	Thermal_mean	9.5	°C
2056749	Thermal_range	14.41	°C
1792645	Body_size	16.17	mm
1792645	Voltinism_mean	1	generation(s) / year
1792645	Thermal_minimum	0.05	°C
1792645	Thermal_maximum	15.35	°C
1792645	Thermal_mean	10.13	°C
1792645	Thermal_range	15.3	°C
1978065	Body_size	11.33	mm
1978065	Voltinism_mean	1	generation(s) / year
1978065	Thermal_minimum	-0.09	°C
1978065	Thermal_maximum	15.56	°C
1978065	Thermal_mean	9.74	°C
1978065	Thermal_range	15.65	°C
1978056	Body_size	10	mm
1978056	Voltinism_mean	1	generation(s) / year
1978056	Thermal_minimum	1.28	°C
1978056	Thermal_maximum	12.37	°C
1978056	Thermal_mean	8.11	°C
1978056	Thermal_range	11.09	°C
5768179	Body_size	12.38	mm
5768179	Voltinism_mean	1	generation(s) / year
5768179	Thermal_minimum	0.27	°C
5768179	Thermal_maximum	14.96	°C
5768179	Thermal_mean	9.97	°C
5768179	Thermal_range	14.69	°C
2137975	Body_size	2.55	mm
2137975	Dispersal_ability	0.26	ratio within order
2137975	Thermal_minimum	0.71	°C
2137975	Thermal_maximum	14.05	°C
2137975	Thermal_mean	9.34	°C
2137975	Thermal_range	13.34	°C
12089608	Body_size	15.67	mm
12089608	Voltinism_mean	1	generation(s) / year
12089608	Thermal_minimum	-3.35	°C
12089608	Thermal_maximum	25.72	°C
12089608	Thermal_mean	8.14	°C
12089608	Thermal_range	29.07	°C
2056830	Body_size	3.15	mm
2056830	Voltinism_mean	1	generation(s) / year
2056830	Dispersal_ability	0.5	ratio within order
2056830	Thermal_minimum	6.27	°C
2056830	Thermal_maximum	10.8	°C
2056830	Thermal_mean	9.41	°C
2056830	Thermal_range	4.53	°C
2056770	Body_size	3.45	mm
2056770	Dispersal_ability	0.5	ratio within order
2056770	Thermal_minimum	6.66	°C
2056770	Thermal_maximum	13.78	°C
2056770	Thermal_mean	9.23	°C
2056770	Thermal_range	7.12	°C
2056804	Body_size	4	mm
2056804	Voltinism_mean	1	generation(s) / year
2056804	Dispersal_ability	0.5	ratio within order
2056804	Thermal_minimum	8.88	°C
2056804	Thermal_maximum	10.47	°C
2056804	Thermal_mean	9.4	°C
2056804	Thermal_range	1.59	°C
2056820	Body_size	3.1	mm
2056820	Voltinism_mean	1	generation(s) / year
2056820	Dispersal_ability	0.5	ratio within order
2056820	Thermal_minimum	8.23	°C
2056820	Thermal_maximum	9.22	°C
2056820	Thermal_mean	8.86	°C
2056820	Thermal_range	0.99	°C
1224601	Body_size	2	mm
1224601	Dispersal_ability	1	ratio within order
1224601	Thermal_minimum	6.52	°C
1224601	Thermal_maximum	13.97	°C
1224601	Thermal_mean	10.6	°C
1224601	Thermal_range	7.45	°C
4486812	Body_size	4.15	mm
4486812	Voltinism_mean	1	generation(s) / year
4486812	Dispersal_ability	1	ratio within order
4486812	Thermal_minimum	4.08	°C
4486812	Thermal_maximum	18.95	°C
4486812	Thermal_mean	11.68	°C
4486812	Thermal_range	14.86	°C
4486816	Body_size	5.25	mm
4486816	Voltinism_mean	1	generation(s) / year
4486816	Dispersal_ability	1	ratio within order
4486816	Thermal_minimum	8.67	°C
4486816	Thermal_maximum	10.82	°C
4486816	Thermal_mean	9.74	°C
4486816	Thermal_range	2.14	°C
2007673	Body_size	5.22	mm
2007673	Voltinism_mean	1	generation(s) / year
2007673	Dispersal_ability	1	ratio within order
2007673	Thermal_minimum	-0.03	°C
2007673	Thermal_maximum	14.99	°C
2007673	Thermal_mean	9.65	°C
2007673	Thermal_range	15.03	°C
7448174	Body_size	20	mm
7448174	Thermal_minimum	4.08	°C
7448174	Thermal_maximum	11.79	°C
7448174	Thermal_mean	8.35	°C
7448174	Thermal_range	7.71	°C
5879654	Body_size	15.33	mm
5879654	Voltinism_mean	1	generation(s) / year
5879654	Thermal_minimum	-1.19	°C
5879654	Thermal_maximum	14.95	°C
5879654	Thermal_mean	9.37	°C
5879654	Thermal_range	16.15	°C
4448894	Body_size	5.27	mm
4448894	Dispersal_ability	0.06	ratio within order
4448894	Thermal_minimum	5.53	°C
4448894	Thermal_maximum	15.24	°C
4448894	Thermal_mean	10.15	°C
4448894	Thermal_range	9.71	°C
5867151	Body_size	3	mm
5867151	Voltinism_mean	2	generation(s) / year
5867151	Dispersal_ability	0.5	ratio within order
5867151	Thermal_minimum	-2.01	°C
5867151	Thermal_maximum	11.19	°C
5867151	Thermal_mean	4.83	°C
5867151	Thermal_range	13.2	°C
2056277	Body_size	2.5	mm
2056277	Voltinism_mean	2	generation(s) / year
2056277	Dispersal_ability	0.5	ratio within order
2056277	Thermal_minimum	8.08	°C
2056277	Thermal_maximum	11.07	°C
2056277	Thermal_mean	9.68	°C
2056277	Thermal_range	2.99	°C
5982841	Body_size	2	mm
5982841	Voltinism_mean	1.5	generation(s) / year
5982841	Dispersal_ability	0.26	ratio within order
5982841	Thermal_minimum	2.07	°C
5982841	Thermal_maximum	10.96	°C
5982841	Thermal_mean	6.81	°C
5982841	Thermal_range	8.89	°C
2046571	Body_size	4.28	mm
2046571	Voltinism_mean	2	generation(s) / year
2046571	Dispersal_ability	1	ratio within order
2046571	Thermal_minimum	8.02	°C
2046571	Thermal_maximum	10.8	°C
2046571	Thermal_mean	9.67	°C
2046571	Thermal_range	2.78	°C
2046640	Body_size	4.63	mm
2046640	Voltinism_mean	2	generation(s) / year
2046640	Dispersal_ability	1	ratio within order
2046640	Thermal_minimum	8.08	°C
2046640	Thermal_maximum	10.65	°C
2046640	Thermal_mean	9.11	°C
2046640	Thermal_range	2.57	°C
2046642	Body_size	4.3	mm
2046642	Voltinism_mean	2	generation(s) / year
2046642	Dispersal_ability	1	ratio within order
2046642	Thermal_minimum	6.66	°C
2046642	Thermal_maximum	10.62	°C
2046642	Thermal_mean	9.16	°C
2046642	Thermal_range	3.96	°C
2046700	Body_size	4.28	mm
2046700	Voltinism_mean	2	generation(s) / year
2046700	Dispersal_ability	1	ratio within order
2046700	Thermal_minimum	8.08	°C
2046700	Thermal_maximum	10.53	°C
2046700	Thermal_mean	9.37	°C
2046700	Thermal_range	2.44	°C
8538673	Body_size	4.2	mm
8538673	Dispersal_ability	1	ratio within order
2046688	Body_size	4.35	mm
2046688	Voltinism_mean	2	generation(s) / year
2046688	Dispersal_ability	1	ratio within order
2046688	Thermal_minimum	8.08	°C
2046688	Thermal_maximum	10.65	°C
2046688	Thermal_mean	9.45	°C
2046688	Thermal_range	2.57	°C
1070383	Body_size	4	mm
1070383	Dispersal_ability	0.42	ratio within order
1070383	Thermal_minimum	7.85	°C
1070383	Thermal_maximum	18.95	°C
1070383	Thermal_mean	13.25	°C
1070383	Thermal_range	11.1	°C
2137084	Body_size	5.75	mm
2137084	Dispersal_ability	0.75	ratio within order
2137084	Thermal_minimum	-0.57	°C
2137084	Thermal_maximum	14.21	°C
2137084	Thermal_mean	8.95	°C
2137084	Thermal_range	14.77	°C
1759097	Body_size	20.5	mm
1759097	Voltinism_mean	1	generation(s) / year
1759097	Thermal_minimum	-0.24	°C
1759097	Thermal_maximum	10.37	°C
1759097	Thermal_mean	6.84	°C
1759097	Thermal_range	10.61	°C
1759055	Body_size	17.83	mm
1759055	Voltinism_mean	2	generation(s) / year
1759055	Thermal_minimum	-2.59	°C
1759055	Thermal_maximum	13.22	°C
1759055	Thermal_mean	8.13	°C
1759055	Thermal_range	15.81	°C
1759083	Body_size	17.62	mm
1759083	Fecundity	1125	eggs
1759083	Voltinism_mean	1.7	generation(s) / year
1759083	Dispersal_ability	0.12	ratio within order
1759083	Thermal_minimum	-1.33	°C
1759083	Thermal_maximum	18.04	°C
1759083	Thermal_mean	9.36	°C
1759083	Thermal_range	19.36	°C
7972792	Body_size	17.67	mm
7972792	Voltinism_mean	2	generation(s) / year
7972792	Thermal_minimum	1.23	°C
7972792	Thermal_maximum	12.92	°C
7972792	Thermal_mean	9.73	°C
7972792	Thermal_range	11.69	°C
4533952	Body_size	18	mm
4533952	Voltinism_mean	2	generation(s) / year
4533952	Thermal_minimum	-1.75	°C
4533952	Thermal_maximum	14.96	°C
4533952	Thermal_mean	9.04	°C
4533952	Thermal_range	16.72	°C
1759069	Body_size	18.17	mm
1759069	Voltinism_mean	1	generation(s) / year
1759069	Thermal_minimum	-1.75	°C
1759069	Thermal_maximum	14.96	°C
1759069	Thermal_mean	8.51	°C
1759069	Thermal_range	16.72	°C
1759079	Body_size	19.17	mm
1759079	Voltinism_mean	1	generation(s) / year
1759079	Thermal_minimum	-1.05	°C
1759079	Thermal_maximum	15.56	°C
1759079	Thermal_mean	9.26	°C
1759079	Thermal_range	16.61	°C
4553401	Body_size	4.28	mm
4553401	Voltinism_mean	1	generation(s) / year
4553401	Dispersal_ability	0.67	ratio within order
4553401	Thermal_minimum	4.04	°C
4553401	Thermal_maximum	13.69	°C
4553401	Thermal_mean	9.17	°C
4553401	Thermal_range	9.65	°C
8326103	Body_size	18.67	mm
8326103	Voltinism_mean	1	generation(s) / year
8326103	Thermal_minimum	5.82	°C
8326103	Thermal_maximum	15.38	°C
8326103	Thermal_mean	11.28	°C
8326103	Thermal_range	9.56	°C
4492710	Body_size	2.88	mm
4492710	Thermal_minimum	7.82	°C
4492710	Thermal_maximum	14.95	°C
4492710	Thermal_mean	10.8	°C
4492710	Thermal_range	7.13	°C
4453218	Body_size	4.11	mm
4453218	Voltinism_mean	1	generation(s) / year
4453218	Dispersal_ability	0.04	ratio within order
4453218	Thermal_minimum	2.91	°C
4453218	Thermal_maximum	14.85	°C
4453218	Thermal_mean	10.38	°C
4453218	Thermal_range	11.94	°C
5755175	Body_size	14.44	mm
5755175	Fecundity	20	eggs
5755175	Development_time	600	days
5755175	Dispersal_ability	0.01	ratio within order
5755175	Thermal_minimum	2.91	°C
5755175	Thermal_maximum	14.65	°C
5755175	Thermal_mean	10.01	°C
5755175	Thermal_range	11.74	°C
4454813	Body_size	8.5	mm
4454813	Dispersal_ability	1	ratio within order
4454813	Thermal_minimum	-0.57	°C
4454813	Thermal_maximum	16.52	°C
4454813	Thermal_mean	9.95	°C
4454813	Thermal_range	17.09	°C
6267761	Body_size	25.64	mm
6267761	Dispersal_ability	0.28	ratio within order
6267761	Thermal_minimum	2.84	°C
6267761	Thermal_maximum	15.41	°C
6267761	Thermal_mean	10.28	°C
6267761	Thermal_range	12.58	°C
1924713	Body_size	15.75	mm
1924713	Fecundity	160	eggs
1924713	Development_time	40	days
1924713	Voltinism_mean	3	generation(s) / year
1924713	Lifespan	30	days
1924713	Dispersal_ability	0.75	ratio within order
1924713	Thermal_minimum	0.04	°C
1924713	Thermal_maximum	28.4	°C
1924713	Thermal_mean	12.93	°C
1924713	Thermal_range	28.36	°C
4518037	Body_size	1.5	mm
4518037	Voltinism_mean	1	generation(s) / year
4518037	Thermal_minimum	7.99	°C
4518037	Thermal_maximum	10.76	°C
4518037	Thermal_mean	9.77	°C
4518037	Thermal_range	2.77	°C
1607021	Body_size	1.8	mm
1607021	Voltinism_mean	1	generation(s) / year
4524070	Body_size	12.25	mm
4524070	Voltinism_mean	2	generation(s) / year
4524070	Thermal_minimum	2.91	°C
4524070	Thermal_maximum	10.85	°C
4524070	Thermal_mean	9.37	°C
4524070	Thermal_range	7.94	°C
4524072	Body_size	15	mm
4524072	Voltinism_mean	1	generation(s) / year
4524072	Thermal_minimum	-1.75	°C
4524072	Thermal_maximum	12.83	°C
4524072	Thermal_mean	8.83	°C
4524072	Thermal_range	14.59	°C
4483252	Body_size	5.5	mm
4483252	Voltinism_mean	1	generation(s) / year
4483252	Dispersal_ability	1	ratio within order
4483252	Thermal_minimum	7.03	°C
4483252	Thermal_maximum	13.7	°C
4483252	Thermal_mean	9.71	°C
4483252	Thermal_range	6.66	°C
5090150	Body_size	14	mm
5090150	Voltinism_mean	1	generation(s) / year
5090150	Thermal_minimum	3.53	°C
5090150	Thermal_maximum	14.85	°C
5090150	Thermal_mean	9.81	°C
5090150	Thermal_range	11.32	°C
5090155	Body_size	12.5	mm
5090155	Voltinism_mean	1	generation(s) / year
5090155	Thermal_minimum	-2.62	°C
5090155	Thermal_maximum	15.49	°C
5090155	Thermal_mean	7.61	°C
5090155	Thermal_range	18.11	°C
4489285	Body_size	3.3	mm
4489285	Voltinism_mean	2	generation(s) / year
4489285	Dispersal_ability	0.63	ratio within order
4489285	Thermal_minimum	8.23	°C
4489285	Thermal_maximum	13.9	°C
4489285	Thermal_mean	10.2	°C
4489285	Thermal_range	5.68	°C
5124029	Body_size	36	mm
5124029	Voltinism_mean	1	generation(s) / year
5124029	Thermal_minimum	-1.83	°C
5124029	Thermal_maximum	5.76	°C
5124029	Thermal_mean	0.87	°C
5124029	Thermal_range	7.59	°C
5124007	Body_size	38.38	mm
5124007	Voltinism_mean	2	generation(s) / year
5124007	Dispersal_ability	0.22	ratio within order
5124007	Thermal_minimum	-1.87	°C
5124007	Thermal_maximum	17.52	°C
5124007	Thermal_mean	9.07	°C
5124007	Thermal_range	19.4	°C
1660545	Body_size	17.5	mm
1660545	Voltinism_mean	1	generation(s) / year
1660545	Thermal_minimum	3.66	°C
1660545	Thermal_maximum	14.9	°C
1660545	Thermal_mean	8.64	°C
1660545	Thermal_range	11.25	°C
1660674	Body_size	18	mm
1660674	Voltinism_mean	1	generation(s) / year
1660674	Thermal_minimum	-1.75	°C
1660674	Thermal_maximum	14.14	°C
1660674	Thermal_mean	8.06	°C
1660674	Thermal_range	15.89	°C
4515211	Body_size	21.5	mm
4515211	Voltinism_mean	1	generation(s) / year
4515211	Thermal_minimum	5.4	°C
4515211	Thermal_maximum	10.23	°C
4515211	Thermal_mean	8.2	°C
4515211	Thermal_range	4.83	°C
9539217	Body_size	17.5	mm
9539217	Voltinism_mean	1	generation(s) / year
9539217	Thermal_minimum	-3.7	°C
9539217	Thermal_maximum	19.07	°C
9539217	Thermal_mean	4.37	°C
9539217	Thermal_range	22.77	°C
8183385	Body_size	10.5	mm
8183385	Voltinism_mean	2.5	generation(s) / year
8183385	Dispersal_ability	1	ratio within order
8183385	Thermal_minimum	-0.03	°C
8183385	Thermal_maximum	14.14	°C
8183385	Thermal_mean	8.82	°C
8183385	Thermal_range	14.17	°C
1957266	Body_size	19.17	mm
1957266	Voltinism_mean	1	generation(s) / year
1957266	Thermal_minimum	4.06	°C
1957266	Thermal_maximum	15.29	°C
1957266	Thermal_mean	9.81	°C
1957266	Thermal_range	11.23	°C
2159204	Body_size	10.35	mm
2159204	Fecundity	480	eggs
2159204	Dispersal_ability	0.75	ratio within order
2159204	Thermal_minimum	0.71	°C
2159204	Thermal_maximum	16.79	°C
2159204	Thermal_mean	10.13	°C
2159204	Thermal_range	16.08	°C
2159207	Body_size	7.13	mm
2159207	Dispersal_ability	0.75	ratio within order
2159207	Thermal_minimum	-5.83	°C
2159207	Thermal_maximum	18.06	°C
2159207	Thermal_mean	9.66	°C
2159207	Thermal_range	23.89	°C
1183723	Body_size	10	mm
1183723	Voltinism_mean	1	generation(s) / year
1183723	Dispersal_ability	1	ratio within order
1183723	Thermal_minimum	-0.78	°C
1183723	Thermal_maximum	14.46	°C
1183723	Thermal_mean	7.66	°C
1183723	Thermal_range	15.24	°C
1183747	Body_size	6.5	mm
1183747	Dispersal_ability	1	ratio within order
1183747	Thermal_minimum	3.79	°C
1183747	Thermal_maximum	16.47	°C
1183747	Thermal_mean	10.13	°C
1183747	Thermal_range	12.67	°C
8188313	Body_size	2.08	mm
8188313	Dispersal_ability	0.26	ratio within order
8188313	Thermal_minimum	3.63	°C
8188313	Thermal_maximum	15.02	°C
8188313	Thermal_mean	10.26	°C
8188313	Thermal_range	11.39	°C
2157968	Body_size	3.3	mm
2157968	Dispersal_ability	0.5	ratio within order
2157968	Thermal_minimum	3.73	°C
2157968	Thermal_maximum	16.12	°C
2157968	Thermal_mean	10.13	°C
2157968	Thermal_range	12.39	°C
4488865	Body_size	2.8	mm
4488865	Voltinism_mean	1	generation(s) / year
4488865	Dispersal_ability	0.26	ratio within order
4488865	Thermal_minimum	4.93	°C
4488865	Thermal_maximum	13.18	°C
4488865	Thermal_mean	9.89	°C
4488865	Thermal_range	8.26	°C
1734826	Body_size	31.67	mm
1734826	Voltinism_mean	0.9	generation(s) / year
1734826	Thermal_minimum	-2.93	°C
1734826	Thermal_maximum	17.78	°C
1734826	Thermal_mean	9.18	°C
1734826	Thermal_range	20.71	°C
1734704	Body_size	24	mm
1734704	Voltinism_mean	1	generation(s) / year
1734704	Thermal_minimum	-1.15	°C
1734704	Thermal_maximum	18.46	°C
1734704	Thermal_mean	10.47	°C
1734704	Thermal_range	19.61	°C
1354990	Body_size	7.75	mm
1354990	Voltinism_mean	1	generation(s) / year
1354990	Thermal_minimum	-2.93	°C
1354990	Thermal_maximum	12.73	°C
1354990	Thermal_mean	8.39	°C
1354990	Thermal_range	15.66	°C
1354476	Body_size	9	mm
1354476	Voltinism_mean	1	generation(s) / year
1354476	Thermal_minimum	-2.59	°C
1354476	Thermal_maximum	13.51	°C
1354476	Thermal_mean	8.98	°C
1354476	Thermal_range	16.1	°C
1354773	Body_size	7	mm
1354773	Voltinism_mean	1	generation(s) / year
1354773	Thermal_minimum	-2.93	°C
1354773	Thermal_maximum	10.66	°C
1354773	Thermal_mean	7.84	°C
1354773	Thermal_range	13.59	°C
1354651	Body_size	7	mm
1354651	Voltinism_mean	1	generation(s) / year
1354651	Thermal_minimum	-2.93	°C
1354651	Thermal_maximum	13.78	°C
1354651	Thermal_mean	8.08	°C
1354651	Thermal_range	16.71	°C
1354874	Body_size	5.5	mm
1354874	Voltinism_mean	1	generation(s) / year
1354874	Thermal_minimum	4.26	°C
1354874	Thermal_maximum	12.21	°C
1354874	Thermal_mean	7.67	°C
1354874	Thermal_range	7.95	°C
1354102	Body_size	6.5	mm
1354102	Voltinism_mean	1	generation(s) / year
1354102	Thermal_minimum	-0.22	°C
1354102	Thermal_maximum	13.95	°C
1354102	Thermal_mean	8.27	°C
1354102	Thermal_range	14.17	°C
1354007	Body_size	7.5	mm
1354007	Voltinism_mean	1	generation(s) / year
1354007	Thermal_minimum	-2.59	°C
1354007	Thermal_maximum	12.78	°C
1354007	Thermal_mean	8.95	°C
1354007	Thermal_range	15.36	°C
1353805	Body_size	8.75	mm
1353805	Voltinism_mean	1	generation(s) / year
1353805	Thermal_minimum	-2.93	°C
1353805	Thermal_maximum	15.31	°C
1353805	Thermal_mean	9.11	°C
1353805	Thermal_range	18.24	°C
1355330	Body_size	4.88	mm
1355330	Voltinism_mean	1	generation(s) / year
1355330	Thermal_minimum	1.68	°C
1355330	Thermal_maximum	10.65	°C
1355330	Thermal_mean	8.57	°C
1355330	Thermal_range	8.97	°C
1355085	Body_size	8.25	mm
1355085	Thermal_minimum	-0.64	°C
1355085	Thermal_maximum	17.58	°C
1355085	Thermal_mean	9.75	°C
1355085	Thermal_range	18.22	°C
1354422	Body_size	4.88	mm
1354422	Voltinism_mean	1	generation(s) / year
1354422	Thermal_minimum	2.78	°C
1354422	Thermal_maximum	14.96	°C
1354422	Thermal_mean	9.8	°C
1354422	Thermal_range	12.18	°C
1354206	Body_size	5.5	mm
1354206	Voltinism_mean	1	generation(s) / year
1354206	Thermal_minimum	-1.12	°C
1354206	Thermal_maximum	13.17	°C
1354206	Thermal_mean	9.15	°C
1354206	Thermal_range	14.3	°C
1353610	Body_size	6	mm
1353610	Voltinism_mean	1	generation(s) / year
1353610	Thermal_minimum	-0.38	°C
1353610	Thermal_maximum	12.18	°C
1353610	Thermal_mean	8.87	°C
1353610	Thermal_range	12.56	°C
1354342	Body_size	6	mm
1354342	Thermal_minimum	-0.38	°C
1354342	Thermal_maximum	10.89	°C
1354342	Thermal_mean	8.68	°C
1354342	Thermal_range	11.27	°C
1354263	Body_size	6	mm
1354263	Voltinism_mean	1	generation(s) / year
1354263	Thermal_minimum	-2.59	°C
1354263	Thermal_maximum	13.44	°C
1354263	Thermal_mean	8.97	°C
1354263	Thermal_range	16.03	°C
1354742	Body_size	6.25	mm
1354742	Voltinism_mean	1	generation(s) / year
1354742	Thermal_minimum	0.67	°C
1354742	Thermal_maximum	14.96	°C
1354742	Thermal_mean	9.49	°C
1354742	Thermal_range	14.3	°C
1354623	Body_size	7.5	mm
1354623	Voltinism_mean	1	generation(s) / year
1354623	Thermal_minimum	8.99	°C
1354623	Thermal_maximum	10.5	°C
1354623	Thermal_mean	9.98	°C
1354623	Thermal_range	1.51	°C
1354058	Body_size	6.5	mm
1354058	Voltinism_mean	1	generation(s) / year
1354058	Thermal_minimum	-2.59	°C
1354058	Thermal_maximum	10.56	°C
1354058	Thermal_mean	8.07	°C
1354058	Thermal_range	13.15	°C
1355126	Body_size	5.5	mm
1355126	Voltinism_mean	1	generation(s) / year
1355126	Thermal_minimum	3.17	°C
1355126	Thermal_maximum	11.09	°C
1355126	Thermal_mean	9.2	°C
1355126	Thermal_range	7.91	°C
1354966	Body_size	10	mm
1354966	Voltinism_mean	1	generation(s) / year
1354966	Thermal_minimum	0.67	°C
1354966	Thermal_maximum	14.83	°C
1354966	Thermal_mean	9.68	°C
1354966	Thermal_range	14.16	°C
1354041	Body_size	6.5	mm
1354041	Voltinism_mean	1.5	generation(s) / year
1354041	Thermal_minimum	-2.59	°C
1354041	Thermal_maximum	15.31	°C
1354041	Thermal_mean	9.08	°C
1354041	Thermal_range	17.89	°C
1353731	Body_size	11.5	mm
1353731	Thermal_minimum	0.67	°C
1353731	Thermal_maximum	12.73	°C
1353731	Thermal_mean	9.14	°C
1353731	Thermal_range	12.06	°C
1355337	Body_size	8.75	mm
1355337	Voltinism_mean	1	generation(s) / year
1355337	Thermal_minimum	-0.9	°C
1355337	Thermal_maximum	14.96	°C
1355337	Thermal_mean	8.96	°C
1355337	Thermal_range	15.86	°C
4535636	Body_size	24.32	mm
4535636	Fecundity	230	eggs
4535636	Development_time	64	days
4535636	Voltinism_mean	1.5	generation(s) / year
4535636	Lifespan	16	days
4535636	Dispersal_ability	0.39	ratio within order
4535636	Thermal_minimum	-2.93	°C
4535636	Thermal_maximum	18.97	°C
4535636	Thermal_mean	8.74	°C
4535636	Thermal_range	21.9	°C
4535632	Body_size	21.91	mm
4535632	Fecundity	182	eggs
4535632	Development_time	52	days
4535632	Voltinism_mean	2.3	generation(s) / year
4535632	Lifespan	20	days
4535632	Dispersal_ability	0.38	ratio within order
4535632	Thermal_minimum	-2.93	°C
4535632	Thermal_maximum	22.57	°C
4535632	Thermal_mean	10.47	°C
4535632	Thermal_range	25.5	°C
1656585	Body_size	9	mm
1656585	Voltinism_mean	1	generation(s) / year
1656585	Thermal_minimum	4.95	°C
1656585	Thermal_maximum	13.12	°C
1656585	Thermal_mean	9.26	°C
1656585	Thermal_range	8.17	°C
5035823	Body_size	5.95	mm
5035823	Thermal_minimum	1.29	°C
5035823	Thermal_maximum	16.65	°C
5035823	Thermal_mean	9.96	°C
5035823	Thermal_range	15.36	°C
5035857	Body_size	5.82	mm
5035857	Dispersal_ability	1	ratio within order
5035857	Thermal_minimum	-2.93	°C
5035857	Thermal_maximum	16.47	°C
5035857	Thermal_mean	9.38	°C
5035857	Thermal_range	19.4	°C
5035850	Body_size	5.2	mm
5035850	Dispersal_ability	0.01	ratio within order
5035850	Thermal_minimum	-0.57	°C
5035850	Thermal_maximum	14.7	°C
5035850	Thermal_mean	9.74	°C
5035850	Thermal_range	15.26	°C
5035788	Body_size	5.58	mm
5035788	Dispersal_ability	0.01	ratio within order
5035788	Thermal_minimum	-0.57	°C
5035788	Thermal_maximum	12.68	°C
5035788	Thermal_mean	8.67	°C
5035788	Thermal_range	13.25	°C
5035862	Body_size	5.38	mm
5035862	Dispersal_ability	0.01	ratio within order
5035862	Thermal_minimum	0.27	°C
5035862	Thermal_maximum	16.13	°C
5035862	Thermal_mean	9.56	°C
5035862	Thermal_range	15.86	°C
5035785	Body_size	6.2	mm
5035785	Dispersal_ability	1	ratio within order
5035785	Thermal_minimum	-1.71	°C
5035785	Thermal_maximum	16.65	°C
5035785	Thermal_mean	9.78	°C
5035785	Thermal_range	18.36	°C
5035793	Body_size	5.75	mm
5035793	Dispersal_ability	1	ratio within order
5035793	Thermal_minimum	-1.15	°C
5035793	Thermal_maximum	16.18	°C
5035793	Thermal_mean	9.73	°C
5035793	Thermal_range	17.34	°C
5035767	Body_size	5.38	mm
5035767	Thermal_minimum	-2.93	°C
5035767	Thermal_maximum	15.92	°C
5035767	Thermal_mean	9.01	°C
5035767	Thermal_range	18.85	°C
5035772	Body_size	5.58	mm
5035772	Dispersal_ability	0.01	ratio within order
5035772	Thermal_minimum	-2.93	°C
5035772	Thermal_maximum	15.05	°C
5035772	Thermal_mean	9.85	°C
5035772	Thermal_range	17.98	°C
1769103	Body_size	14.12	mm
1769103	Voltinism_mean	2	generation(s) / year
1769103	Dispersal_ability	0.02	ratio within order
1769103	Thermal_minimum	-2.59	°C
1769103	Thermal_maximum	14.76	°C
1769103	Thermal_mean	9.33	°C
1769103	Thermal_range	17.34	°C
4534533	Body_size	14.5	mm
4534533	Fecundity	92	eggs
4534533	Voltinism_mean	1	generation(s) / year
4534533	Thermal_minimum	-1.75	°C
4534533	Thermal_maximum	15.56	°C
4534533	Thermal_mean	9.36	°C
4534533	Thermal_range	17.31	°C
2144779	Body_size	2.2	mm
2144779	Dispersal_ability	0.5	ratio within order
2144779	Thermal_minimum	2.47	°C
2144779	Thermal_maximum	16.63	°C
2144779	Thermal_mean	10.65	°C
2144779	Thermal_range	14.16	°C
4451222	Body_size	2.36	mm
4451222	Dispersal_ability	0.05	ratio within order
4451222	Thermal_minimum	1.29	°C
4451222	Thermal_maximum	13.64	°C
4451222	Thermal_mean	9.07	°C
4451222	Thermal_range	12.35	°C
6097857	Body_size	6.22	mm
6097857	Dispersal_ability	0.75	ratio within order
6097857	Thermal_minimum	3.73	°C
6097857	Thermal_maximum	12.94	°C
6097857	Thermal_mean	9.05	°C
6097857	Thermal_range	9.21	°C
6097856	Body_size	6.08	mm
6097856	Dispersal_ability	0.75	ratio within order
6097856	Thermal_minimum	-0.78	°C
6097856	Thermal_maximum	15.02	°C
6097856	Thermal_mean	8.72	°C
6097856	Thermal_range	15.8	°C
6097855	Body_size	6.72	mm
6097855	Dispersal_ability	1	ratio within order
6097855	Thermal_minimum	0.96	°C
6097855	Thermal_maximum	14.65	°C
6097855	Thermal_mean	9.39	°C
6097855	Thermal_range	13.68	°C
2043501	Body_size	15.5	mm
2043501	Voltinism_mean	0.5	generation(s) / year
2043501	Dispersal_ability	1	ratio within order
2043501	Thermal_minimum	6.73	°C
2043501	Thermal_maximum	15.92	°C
