id	description	type	language
5071031	pollinator	Feeding_guild_adult	en
5071031	0	Habitat_urban	en
5071031	0	Habitat_agriculture	en
5071031	1	Habitat_forest	en
5071031	0	Habitat_grassland	en
5071031	0	Habitat_heathland	en
5071031	0	Habitat_dunes	en
5071031	0	Habitat_fresh_marshes	en
5071031	0	Habitat_salt_marshes	en
5070983	univoltine	Voltinism_max	en
5070983	pollinator	Feeding_guild_adult	en
5070983	1	Habitat_urban	en
5070983	1	Habitat_agriculture	en
5070983	1	Habitat_forest	en
5070983	0	Habitat_grassland	en
5070983	0	Habitat_heathland	en
5070983	0	Habitat_dunes	en
5070983	0	Habitat_fresh_marshes	en
5070983	0	Habitat_salt_marshes	en
5071002	univoltine	Voltinism_max	en
5071002	pollinator	Feeding_guild_adult	en
5071002	polyphagous	Trophic_range_adult	en
5071002	0	Habitat_urban	en
5071002	0	Habitat_agriculture	en
5071002	1	Habitat_forest	en
5071002	0	Habitat_grassland	en
5071002	0	Habitat_heathland	en
5071002	0	Habitat_dunes	en
5071002	0	Habitat_fresh_marshes	en
5071002	0	Habitat_salt_marshes	en
1990533	herbivore	Feeding_guild_larva	en
1990533	oligophagous	Trophic_range_larva	en
1990533	0	Habitat_urban	en
1990533	0	Habitat_agriculture	en
1990533	0	Habitat_forest	en
1990533	0	Habitat_grassland	en
1990533	1	Habitat_heathland	en
1990533	0	Habitat_dunes	en
1990533	0	Habitat_fresh_marshes	en
1990533	0	Habitat_salt_marshes	en
1990551	univoltine	Voltinism_max	en
1990551	1	Overwintering_egg	en
1990551	1	Overwintering_larva	en
1990551	1	Overwintering_pupa	en
1990551	0	Overwintering_adult	en
1990551	nocturnal	Diurnality	en
1990551	herbivore	Feeding_guild_larva	en
1990551	non-eating	Feeding_guild_adult	en
1990551	polyphagous	Trophic_range_larva	en
1990551	0	Habitat_urban	en
1990551	0	Habitat_agriculture	en
1990551	1	Habitat_forest	en
1990551	0	Habitat_grassland	en
1990551	0	Habitat_heathland	en
1990551	0	Habitat_dunes	en
1990551	0	Habitat_fresh_marshes	en
1990551	0	Habitat_salt_marshes	en
1990582	univoltine	Voltinism_max	en
1990582	1	Overwintering_egg	en
1990582	0	Overwintering_larva	en
1990582	0	Overwintering_pupa	en
1990582	0	Overwintering_adult	en
1990582	nocturnal	Diurnality	en
1990582	herbivore	Feeding_guild_larva	en
1990582	non-eating	Feeding_guild_adult	en
1990582	oligophagous	Trophic_range_larva	en
1990582	0	Habitat_urban	en
1990582	0	Habitat_agriculture	en
1990582	1	Habitat_forest	en
1990582	1	Habitat_grassland	en
1990582	0	Habitat_heathland	en
1990582	0	Habitat_dunes	en
1990582	0	Habitat_fresh_marshes	en
1990582	0	Habitat_salt_marshes	en
1427721	bivoltine	Voltinism_max	en
1427721	0	Overwintering_egg	en
1427721	1	Overwintering_larva	en
1427721	0	Overwintering_adult	en
1427721	diurnal	Diurnality	en
1427721	carnivore	Feeding_guild_larva	en
1427721	carnivore	Feeding_guild_adult	en
1427721	polyphagous	Trophic_range_larva	en
1427721	polyphagous	Trophic_range_adult	en
1427721	0	Habitat_urban	en
1427721	0	Habitat_agriculture	en
1427721	0	Habitat_forest	en
1427721	0	Habitat_grassland	en
1427721	1	Habitat_heathland	en
1427721	1	Habitat_dunes	en
1427721	1	Habitat_fresh_marshes	en
1427721	0	Habitat_salt_marshes	en
4494871	bivoltine	Voltinism_max	en
4494871	carnivore	Feeding_guild_larva	en
4494871	polyphagous	Trophic_range_larva	en
4494871	1	Habitat_urban	en
4494871	1	Habitat_agriculture	en
4494871	1	Habitat_forest	en
4494871	0	Habitat_grassland	en
4494871	0	Habitat_heathland	en
4494871	0	Habitat_dunes	en
4494871	0	Habitat_fresh_marshes	en
4494871	0	Habitat_salt_marshes	en
4494930	carnivore	Feeding_guild_larva	en
4494930	polyphagous	Trophic_range_larva	en
4494930	1	Habitat_urban	en
4494930	0	Habitat_agriculture	en
4494930	1	Habitat_forest	en
4494930	0	Habitat_grassland	en
4494930	0	Habitat_heathland	en
4494930	0	Habitat_dunes	en
4494930	0	Habitat_fresh_marshes	en
4494930	0	Habitat_salt_marshes	en
4494908	carnivore	Feeding_guild_larva	en
4494908	oligophagous	Trophic_range_larva	en
4494908	1	Habitat_urban	en
4494908	0	Habitat_agriculture	en
4494908	1	Habitat_forest	en
4494908	0	Habitat_grassland	en
4494908	0	Habitat_heathland	en
4494908	0	Habitat_dunes	en
4494908	0	Habitat_fresh_marshes	en
4494908	0	Habitat_salt_marshes	en
4494877	carnivore	Feeding_guild_larva	en
4494877	polyphagous	Trophic_range_larva	en
4494877	1	Habitat_urban	en
4494877	1	Habitat_agriculture	en
4494877	1	Habitat_forest	en
4494877	0	Habitat_grassland	en
4494877	0	Habitat_heathland	en
4494877	0	Habitat_dunes	en
4494877	0	Habitat_fresh_marshes	en
4494877	0	Habitat_salt_marshes	en
4494936	carnivore	Feeding_guild_larva	en
4494936	oligophagous	Trophic_range_larva	en
4494936	1	Habitat_urban	en
4494936	0	Habitat_agriculture	en
4494936	1	Habitat_forest	en
4494936	0	Habitat_grassland	en
4494936	0	Habitat_heathland	en
4494936	0	Habitat_dunes	en
4494936	0	Habitat_fresh_marshes	en
4494936	0	Habitat_salt_marshes	en
4494890	carnivore	Feeding_guild_larva	en
4494890	oligophagous	Trophic_range_larva	en
4494890	1	Habitat_urban	en
4494890	0	Habitat_agriculture	en
4494890	1	Habitat_forest	en
4494890	0	Habitat_grassland	en
4494890	0	Habitat_heathland	en
4494890	1	Habitat_dunes	en
4494890	0	Habitat_fresh_marshes	en
4494890	0	Habitat_salt_marshes	en
4494866	carnivore	Feeding_guild_larva	en
4494866	oligophagous	Trophic_range_larva	en
4494866	1	Habitat_urban	en
4494866	0	Habitat_agriculture	en
4494866	0	Habitat_forest	en
4494866	0	Habitat_grassland	en
4494866	1	Habitat_heathland	en
4494866	1	Habitat_dunes	en
4494866	0	Habitat_fresh_marshes	en
4494866	0	Habitat_salt_marshes	en
4494924	bivoltine	Voltinism_max	en
4494924	carnivore	Feeding_guild_larva	en
4494924	oligophagous	Trophic_range_larva	en
4494924	1	Habitat_urban	en
4494924	0	Habitat_agriculture	en
4494924	1	Habitat_forest	en
4494924	0	Habitat_grassland	en
4494924	0	Habitat_heathland	en
4494924	0	Habitat_dunes	en
4494924	0	Habitat_fresh_marshes	en
4494924	0	Habitat_salt_marshes	en
4494902	carnivore	Feeding_guild_larva	en
4494902	oligophagous	Trophic_range_larva	en
4494902	1	Habitat_urban	en
4494902	0	Habitat_agriculture	en
4494902	1	Habitat_forest	en
4494902	0	Habitat_grassland	en
4494902	0	Habitat_heathland	en
4494902	0	Habitat_dunes	en
4494902	0	Habitat_fresh_marshes	en
4494902	0	Habitat_salt_marshes	en
4494928	carnivore	Feeding_guild_larva	en
4494928	oligophagous	Trophic_range_larva	en
4494928	0	Habitat_urban	en
4494928	0	Habitat_agriculture	en
4494928	0	Habitat_forest	en
4494928	0	Habitat_grassland	en
4494928	1	Habitat_heathland	en
4494928	1	Habitat_dunes	en
4494928	0	Habitat_fresh_marshes	en
4494928	0	Habitat_salt_marshes	en
4494906	carnivore	Feeding_guild_larva	en
4494906	oligophagous	Trophic_range_larva	en
4494906	1	Habitat_urban	en
4494906	0	Habitat_agriculture	en
4494906	1	Habitat_forest	en
4494906	0	Habitat_grassland	en
4494906	0	Habitat_heathland	en
4494906	0	Habitat_dunes	en
4494906	0	Habitat_fresh_marshes	en
4494906	0	Habitat_salt_marshes	en
4494932	carnivore	Feeding_guild_larva	en
4494932	polyphagous	Trophic_range_larva	en
4494932	1	Habitat_urban	en
4494932	0	Habitat_agriculture	en
4494932	0	Habitat_forest	en
4494932	0	Habitat_grassland	en
4494932	1	Habitat_heathland	en
4494932	1	Habitat_dunes	en
4494932	0	Habitat_fresh_marshes	en
4494932	0	Habitat_salt_marshes	en
4494882	carnivore	Feeding_guild_larva	en
4494882	oligophagous	Trophic_range_larva	en
4494882	0	Habitat_urban	en
4494882	0	Habitat_agriculture	en
4494882	0	Habitat_forest	en
4494882	0	Habitat_grassland	en
4494882	1	Habitat_heathland	en
4494882	1	Habitat_dunes	en
4494882	0	Habitat_fresh_marshes	en
4494882	0	Habitat_salt_marshes	en
4494888	carnivore	Feeding_guild_larva	en
4494888	polyphagous	Trophic_range_larva	en
4494888	1	Habitat_urban	en
4494888	1	Habitat_agriculture	en
4494888	1	Habitat_forest	en
4494888	1	Habitat_grassland	en
4494888	1	Habitat_heathland	en
4494888	0	Habitat_dunes	en
4494888	1	Habitat_fresh_marshes	en
4494888	0	Habitat_salt_marshes	en
4494864	carnivore	Feeding_guild_larva	en
4494864	oligophagous	Trophic_range_larva	en
4494864	1	Habitat_urban	en
4494864	0	Habitat_agriculture	en
4494864	0	Habitat_forest	en
4494864	0	Habitat_grassland	en
4494864	1	Habitat_heathland	en
4494864	1	Habitat_dunes	en
4494864	0	Habitat_fresh_marshes	en
4494864	0	Habitat_salt_marshes	en
4494895	carnivore	Feeding_guild_larva	en
4494895	polyphagous	Trophic_range_larva	en
4494895	1	Habitat_urban	en
4494895	0	Habitat_agriculture	en
4494895	0	Habitat_forest	en
4494895	0	Habitat_grassland	en
4494895	1	Habitat_heathland	en
4494895	1	Habitat_dunes	en
4494895	0	Habitat_fresh_marshes	en
4494895	0	Habitat_salt_marshes	en
2157862	carnivore	Feeding_guild_larva	en
2157862	carnivore	Feeding_guild_adult	en
2157862	polyphagous	Trophic_range_larva	en
2157862	polyphagous	Trophic_range_adult	en
2157862	0	Habitat_urban	en
2157862	0	Habitat_agriculture	en
2157862	1	Habitat_forest	en
2157862	0	Habitat_grassland	en
2157862	0	Habitat_heathland	en
2157862	0	Habitat_dunes	en
2157862	0	Habitat_fresh_marshes	en
2157862	0	Habitat_salt_marshes	en
1795215	univoltine	Voltinism_max	en
1795215	0	Overwintering_egg	en
1795215	1	Overwintering_larva	en
1795215	0	Overwintering_pupa	en
1795215	0	Overwintering_adult	en
1795215	nocturnal	Diurnality	en
1795215	herbivore	Feeding_guild_larva	en
1795215	oligophagous	Trophic_range_larva	en
1795215	0	Habitat_urban	en
1795215	0	Habitat_agriculture	en
1795215	1	Habitat_forest	en
1795215	0	Habitat_grassland	en
1795215	0	Habitat_heathland	en
1795215	0	Habitat_dunes	en
1795215	0	Habitat_fresh_marshes	en
1795215	0	Habitat_salt_marshes	en
2142177	carnivore	Feeding_guild_larva	en
2142177	carnivore	Feeding_guild_adult	en
2142177	polyphagous	Trophic_range_larva	en
2142177	polyphagous	Trophic_range_adult	en
2142177	0	Habitat_urban	en
2142177	0	Habitat_agriculture	en
2142177	1	Habitat_forest	en
2142177	0	Habitat_grassland	en
2142177	0	Habitat_heathland	en
2142177	0	Habitat_dunes	en
2142177	0	Habitat_fresh_marshes	en
2142177	0	Habitat_salt_marshes	en
4534540	univoltine	Voltinism_max	en
4534540	1	Overwintering_egg	en
4534540	0	Overwintering_larva	en
4534540	0	Overwintering_pupa	en
4534540	0	Overwintering_adult	en
4534540	nocturnal	Diurnality	en
4534540	herbivore	Feeding_guild_larva	en
4534540	oligophagous	Trophic_range_larva	en
4534540	0	Habitat_urban	en
4534540	0	Habitat_agriculture	en
4534540	0	Habitat_forest	en
4534540	1	Habitat_grassland	en
4534540	1	Habitat_heathland	en
4534540	0	Habitat_dunes	en
4534540	0	Habitat_fresh_marshes	en
4534540	0	Habitat_salt_marshes	en
4550814	carnivore	Feeding_guild_larva	en
4550814	carnivore	Feeding_guild_adult	en
4550814	polyphagous	Trophic_range_larva	en
4550814	polyphagous	Trophic_range_adult	en
4550814	0	Habitat_urban	en
4550814	0	Habitat_agriculture	en
4550814	1	Habitat_forest	en
4550814	1	Habitat_grassland	en
4550814	1	Habitat_heathland	en
4550814	0	Habitat_dunes	en
4550814	0	Habitat_fresh_marshes	en
4550814	0	Habitat_salt_marshes	en
4453153	carnivore	Feeding_guild_larva	en
4453148	carnivore	Feeding_guild_larva	en
6097760	0	Overwintering_egg	en
6097760	1	Overwintering_larva	en
6097760	0	Overwintering_pupa	en
6097760	0	Overwintering_adult	en
6097760	diurnal	Diurnality	en
6097760	herbivore	Feeding_guild_larva	en
6097760	herbivore	Feeding_guild_adult	en
6097760	polyphagous	Trophic_range_larva	en
6097760	polyphagous	Trophic_range_adult	en
6097760	0	Habitat_urban	en
6097760	0	Habitat_agriculture	en
6097760	0	Habitat_forest	en
6097760	1	Habitat_grassland	en
6097760	0	Habitat_heathland	en
6097760	0	Habitat_dunes	en
6097760	0	Habitat_fresh_marshes	en
6097760	0	Habitat_salt_marshes	en
6097755	herbivore	Feeding_guild_larva	en
6097755	herbivore	Feeding_guild_adult	en
6097746	herbivore	Feeding_guild_larva	en
6097746	herbivore	Feeding_guild_adult	en
6097746	polyphagous	Trophic_range_larva	en
6097746	polyphagous	Trophic_range_adult	en
6097746	0	Habitat_urban	en
6097746	0	Habitat_agriculture	en
6097746	0	Habitat_forest	en
6097746	1	Habitat_grassland	en
6097746	1	Habitat_heathland	en
6097746	1	Habitat_dunes	en
6097746	0	Habitat_fresh_marshes	en
6097746	0	Habitat_salt_marshes	en
6097747	0	Overwintering_egg	en
6097747	1	Overwintering_larva	en
6097747	0	Overwintering_pupa	en
6097747	0	Overwintering_adult	en
6097747	herbivore	Feeding_guild_larva	en
6097747	pollinator	Feeding_guild_adult	en
6097747	polyphagous	Trophic_range_larva	en
6097747	polyphagous	Trophic_range_adult	en
6097747	0	Habitat_urban	en
6097747	0	Habitat_agriculture	en
6097747	0	Habitat_forest	en
6097747	1	Habitat_grassland	en
6097747	0	Habitat_heathland	en
6097747	1	Habitat_dunes	en
6097747	0	Habitat_fresh_marshes	en
6097747	0	Habitat_salt_marshes	en
5876103	0	Overwintering_egg	en
5876103	1	Overwintering_larva	en
5876103	0	Overwintering_pupa	en
5876103	0	Overwintering_adult	en
5876103	diurnal	Diurnality	en
5876103	herbivore	Feeding_guild_larva	en
5876103	herbivore	Feeding_guild_adult	en
5876103	polyphagous	Trophic_range_larva	en
5876103	polyphagous	Trophic_range_adult	en
5876103	0	Habitat_urban	en
5876103	0	Habitat_agriculture	en
5876103	1	Habitat_forest	en
5876103	0	Habitat_grassland	en
5876103	1	Habitat_heathland	en
5876103	0	Habitat_dunes	en
5876103	0	Habitat_fresh_marshes	en
5876103	0	Habitat_salt_marshes	en
5876100	0	Overwintering_egg	en
5876100	1	Overwintering_larva	en
5876100	0	Overwintering_pupa	en
5876100	0	Overwintering_adult	en
5876100	diurnal	Diurnality	en
5876100	herbivore	Feeding_guild_larva	en
5876100	herbivore	Feeding_guild_adult	en
5876100	polyphagous	Trophic_range_larva	en
5876100	polyphagous	Trophic_range_adult	en
5876100	0	Habitat_urban	en
5876100	0	Habitat_agriculture	en
5876100	0	Habitat_forest	en
5876100	1	Habitat_grassland	en
5876100	0	Habitat_heathland	en
5876100	0	Habitat_dunes	en
5876100	0	Habitat_fresh_marshes	en
5876100	0	Habitat_salt_marshes	en
7780745	0	Overwintering_egg	en
7780745	1	Overwintering_larva	en
7780745	0	Overwintering_pupa	en
7780745	0	Overwintering_adult	en
7780745	herbivore	Feeding_guild_larva	en
7780745	herbivore	Feeding_guild_adult	en
7780745	monophagous	Trophic_range_larva	en
7780745	monophagous	Trophic_range_adult	en
7780745	0	Habitat_urban	en
7780745	0	Habitat_agriculture	en
7780745	0	Habitat_forest	en
7780745	1	Habitat_grassland	en
7780745	0	Habitat_heathland	en
7780745	0	Habitat_dunes	en
7780745	0	Habitat_fresh_marshes	en
7780745	0	Habitat_salt_marshes	en
4505018	univoltine	Voltinism_max	en
4505018	0	Overwintering_egg	en
4505018	1	Overwintering_larva	en
4505018	0	Overwintering_pupa	en
4505018	0	Overwintering_adult	en
4505018	carnivore	Feeding_guild_larva	en
4505018	oligophagous	Trophic_range_larva	en
4505018	0	Habitat_urban	en
4505018	0	Habitat_agriculture	en
4505018	1	Habitat_forest	en
4505018	0	Habitat_grassland	en
4505018	1	Habitat_heathland	en
4505018	1	Habitat_dunes	en
4505018	0	Habitat_fresh_marshes	en
4505018	0	Habitat_salt_marshes	en
5749732	carnivore	Feeding_guild_larva	en
5749732	polyphagous	Trophic_range_larva	en
5749732	0	Habitat_urban	en
5749732	0	Habitat_agriculture	en
5749732	1	Habitat_forest	en
5749732	0	Habitat_grassland	en
5749732	0	Habitat_heathland	en
5749732	0	Habitat_dunes	en
5749732	0	Habitat_fresh_marshes	en
5749732	0	Habitat_salt_marshes	en
5748932	fungivore	Feeding_guild_larva	en
5748932	0	Habitat_urban	en
5748932	0	Habitat_agriculture	en
5748932	1	Habitat_forest	en
5748932	0	Habitat_grassland	en
5748932	0	Habitat_heathland	en
5748932	0	Habitat_dunes	en
5748932	0	Habitat_fresh_marshes	en
5748932	0	Habitat_salt_marshes	en
5749016	fungivore	Feeding_guild_larva	en
5749016	0	Habitat_urban	en
5749016	0	Habitat_agriculture	en
5749016	1	Habitat_forest	en
5749016	0	Habitat_grassland	en
5749016	0	Habitat_heathland	en
5749016	0	Habitat_dunes	en
5749016	0	Habitat_fresh_marshes	en
5749016	0	Habitat_salt_marshes	en
4517923	univoltine	Voltinism_max	en
4517923	0	Overwintering_egg	en
4517923	1	Overwintering_larva	en
4517923	0	Overwintering_pupa	en
4517923	0	Overwintering_adult	en
4517923	0	Habitat_urban	en
4517923	0	Habitat_agriculture	en
4517923	1	Habitat_forest	en
4517923	0	Habitat_grassland	en
4517923	0	Habitat_heathland	en
4517923	0	Habitat_dunes	en
4517923	0	Habitat_fresh_marshes	en
4517923	0	Habitat_salt_marshes	en
1034242	detritivore	Feeding_guild_adult	en
1034242	polyphagous	Trophic_range_adult	en
1034242	1	Habitat_urban	en
1034242	1	Habitat_agriculture	en
1034242	1	Habitat_forest	en
1034242	1	Habitat_grassland	en
1034242	0	Habitat_heathland	en
1034242	0	Habitat_dunes	en
1034242	0	Habitat_fresh_marshes	en
1034242	0	Habitat_salt_marshes	en
1034244	detritivore	Feeding_guild_adult	en
1034244	polyphagous	Trophic_range_adult	en
1034244	0	Habitat_urban	en
1034244	1	Habitat_agriculture	en
1034244	1	Habitat_forest	en
1034244	1	Habitat_grassland	en
1034244	0	Habitat_heathland	en
1034244	0	Habitat_dunes	en
1034244	0	Habitat_fresh_marshes	en
1034244	0	Habitat_salt_marshes	en
1194505	0	Overwintering_egg	en
1194505	0	Overwintering_larva	en
1194505	0	Overwintering_pupa	en
1194505	1	Overwintering_adult	en
1194505	cathemeral	Diurnality	en
1194505	herbivore	Feeding_guild_larva	en
1194505	herbivore	Feeding_guild_adult	en
1194505	polyphagous	Trophic_range_larva	en
1194505	polyphagous	Trophic_range_adult	en
1194505	0	Habitat_urban	en
1194505	0	Habitat_agriculture	en
1194505	1	Habitat_forest	en
1194505	0	Habitat_grassland	en
1194505	0	Habitat_heathland	en
1194505	0	Habitat_dunes	en
1194505	1	Habitat_fresh_marshes	en
1194505	0	Habitat_salt_marshes	en
8194673	herbivore	Feeding_guild_larva	en
8194673	herbivore	Feeding_guild_adult	en
8194673	oligophagous	Trophic_range_larva	en
8194673	oligophagous	Trophic_range_adult	en
8194673	0	Habitat_urban	en
8194673	0	Habitat_agriculture	en
8194673	1	Habitat_forest	en
8194673	0	Habitat_grassland	en
8194673	0	Habitat_heathland	en
8194673	0	Habitat_dunes	en
8194673	0	Habitat_fresh_marshes	en
8194673	0	Habitat_salt_marshes	en
1304867	univoltine	Voltinism_max	en
1304867	1	Habitat_urban	en
1304867	0	Habitat_agriculture	en
1304867	0	Habitat_forest	en
1304867	1	Habitat_grassland	en
1304867	0	Habitat_heathland	en
1304867	1	Habitat_dunes	en
1304867	0	Habitat_fresh_marshes	en
1304867	0	Habitat_salt_marshes	en
1785361	herbivore	Feeding_guild_larva	en
1785361	polyphagous	Trophic_range_larva	en
1785361	0	Habitat_urban	en
1785361	0	Habitat_agriculture	en
1785361	0	Habitat_forest	en
1785361	1	Habitat_grassland	en
1785361	0	Habitat_heathland	en
1785361	0	Habitat_dunes	en
1785361	1	Habitat_fresh_marshes	en
1785361	0	Habitat_salt_marshes	en
1785329	nocturnal	Diurnality	en
1785329	herbivore	Feeding_guild_larva	en
1785329	polyphagous	Trophic_range_larva	en
1785329	0	Habitat_urban	en
1785329	1	Habitat_agriculture	en
1785329	0	Habitat_forest	en
1785329	1	Habitat_grassland	en
1785329	0	Habitat_heathland	en
1785329	0	Habitat_dunes	en
1785329	0	Habitat_fresh_marshes	en
1785329	0	Habitat_salt_marshes	en
4427406	univoltine	Voltinism_max	en
4427406	0	Overwintering_egg	en
4427406	1	Overwintering_larva	en
4427406	0	Overwintering_pupa	en
4427406	0	Overwintering_adult	en
4427406	cathemeral	Diurnality	en
4427406	detritivore	Feeding_guild_larva	en
4427406	polyphagous	Trophic_range_larva	en
4427406	0	Habitat_urban	en
4427406	0	Habitat_agriculture	en
4427406	1	Habitat_forest	en
4427406	0	Habitat_grassland	en
4427406	0	Habitat_heathland	en
4427406	0	Habitat_dunes	en
4427406	0	Habitat_fresh_marshes	en
4427406	0	Habitat_salt_marshes	en
4451511	0	Overwintering_egg	en
4451511	1	Overwintering_larva	en
4451511	0	Overwintering_pupa	en
4451511	1	Overwintering_adult	en
4451511	omnivore	Feeding_guild_larva	en
4451511	omnivore	Feeding_guild_adult	en
4451511	polyphagous	Trophic_range_larva	en
4451511	polyphagous	Trophic_range_adult	en
4451511	0	Habitat_urban	en
4451511	0	Habitat_agriculture	en
4451511	1	Habitat_forest	en
4451511	0	Habitat_grassland	en
4451511	0	Habitat_heathland	en
4451511	0	Habitat_dunes	en
4451511	0	Habitat_fresh_marshes	en
4451511	0	Habitat_salt_marshes	en
5109599	univoltine	Voltinism_max	en
5109599	0	Overwintering_egg	en
5109599	0	Overwintering_larva	en
5109599	1	Overwintering_pupa	en
5109599	0	Overwintering_adult	en
5109599	nocturnal	Diurnality	en
5109599	herbivore	Feeding_guild_larva	en
5109599	pollinator	Feeding_guild_adult	en
5109599	oligophagous	Trophic_range_larva	en
5109599	0	Habitat_urban	en
5109599	0	Habitat_agriculture	en
5109599	0	Habitat_forest	en
5109599	1	Habitat_grassland	en
5109599	0	Habitat_heathland	en
5109599	0	Habitat_dunes	en
5109599	0	Habitat_fresh_marshes	en
5109599	0	Habitat_salt_marshes	en
5109595	univoltine	Voltinism_max	en
5109595	0	Overwintering_egg	en
5109595	0	Overwintering_larva	en
5109595	1	Overwintering_pupa	en
5109595	0	Overwintering_adult	en
5109595	nocturnal	Diurnality	en
5109595	herbivore	Feeding_guild_larva	en
5109595	oligophagous	Trophic_range_larva	en
5109595	0	Habitat_urban	en
5109595	0	Habitat_agriculture	en
5109595	0	Habitat_forest	en
5109595	1	Habitat_grassland	en
5109595	0	Habitat_heathland	en
5109595	0	Habitat_dunes	en
5109595	0	Habitat_fresh_marshes	en
5109595	0	Habitat_salt_marshes	en
5109614	univoltine	Voltinism_max	en
5109614	0	Overwintering_egg	en
5109614	0	Overwintering_larva	en
5109614	1	Overwintering_pupa	en
5109614	0	Overwintering_adult	en
5109614	nocturnal	Diurnality	en
5109614	herbivore	Feeding_guild_larva	en
5109614	oligophagous	Trophic_range_larva	en
5109614	0	Habitat_urban	en
5109614	0	Habitat_agriculture	en
5109614	1	Habitat_forest	en
5109614	0	Habitat_grassland	en
5109614	0	Habitat_heathland	en
5109614	0	Habitat_dunes	en
5109614	0	Habitat_fresh_marshes	en
5109614	1	Habitat_salt_marshes	en
5109498	univoltine	Voltinism_max	en
5109498	0	Overwintering_egg	en
5109498	0	Overwintering_larva	en
5109498	1	Overwintering_pupa	en
5109498	0	Overwintering_adult	en
5109498	nocturnal	Diurnality	en
5109498	herbivore	Feeding_guild_larva	en
5109498	pollinator	Feeding_guild_adult	en
5109498	oligophagous	Trophic_range_larva	en
5109498	0	Habitat_urban	en
5109498	1	Habitat_agriculture	en
5109498	0	Habitat_forest	en
5109498	1	Habitat_grassland	en
5109498	0	Habitat_heathland	en
5109498	0	Habitat_dunes	en
5109498	0	Habitat_fresh_marshes	en
5109498	0	Habitat_salt_marshes	en
5109552	univoltine	Voltinism_max	en
5109552	0	Overwintering_egg	en
5109552	0	Overwintering_larva	en
5109552	1	Overwintering_pupa	en
5109552	0	Overwintering_adult	en
5109552	nocturnal	Diurnality	en
5109552	herbivore	Feeding_guild_larva	en
5109552	monophagous	Trophic_range_larva	en
5109552	0	Habitat_urban	en
5109552	0	Habitat_agriculture	en
5109552	1	Habitat_forest	en
5109552	0	Habitat_grassland	en
5109552	0	Habitat_heathland	en
5109552	0	Habitat_dunes	en
5109552	0	Habitat_fresh_marshes	en
5109552	0	Habitat_salt_marshes	en
5109722	univoltine	Voltinism_max	en
5109722	0	Overwintering_egg	en
5109722	0	Overwintering_larva	en
5109722	1	Overwintering_pupa	en
5109722	0	Overwintering_adult	en
5109722	nocturnal	Diurnality	en
5109722	herbivore	Feeding_guild_larva	en
5109722	oligophagous	Trophic_range_larva	en
5109722	0	Habitat_urban	en
5109722	0	Habitat_agriculture	en
5109722	1	Habitat_forest	en
5109722	0	Habitat_grassland	en
5109722	0	Habitat_heathland	en
5109722	0	Habitat_dunes	en
5109722	0	Habitat_fresh_marshes	en
5109722	0	Habitat_salt_marshes	en
5109506	univoltine	Voltinism_max	en
5109506	0	Overwintering_egg	en
5109506	0	Overwintering_larva	en
5109506	1	Overwintering_pupa	en
5109506	0	Overwintering_adult	en
5109506	nocturnal	Diurnality	en
5109506	herbivore	Feeding_guild_larva	en
5109506	oligophagous	Trophic_range_larva	en
5109506	0	Habitat_urban	en
5109506	0	Habitat_agriculture	en
5109506	0	Habitat_forest	en
5109506	1	Habitat_grassland	en
5109506	0	Habitat_heathland	en
5109506	0	Habitat_dunes	en
5109506	0	Habitat_fresh_marshes	en
5109506	0	Habitat_salt_marshes	en
5109480	univoltine	Voltinism_max	en
5109480	0	Overwintering_egg	en
5109480	0	Overwintering_larva	en
5109480	1	Overwintering_pupa	en
5109480	0	Overwintering_adult	en
5109480	nocturnal	Diurnality	en
5109480	herbivore	Feeding_guild_larva	en
5109480	oligophagous	Trophic_range_larva	en
5109480	0	Habitat_urban	en
5109480	0	Habitat_agriculture	en
5109480	0	Habitat_forest	en
5109480	1	Habitat_grassland	en
5109480	0	Habitat_heathland	en
5109480	0	Habitat_dunes	en
5109480	0	Habitat_fresh_marshes	en
5109480	0	Habitat_salt_marshes	en
5109686	bivoltine	Voltinism_max	en
5109686	0	Overwintering_egg	en
5109686	0	Overwintering_larva	en
5109686	1	Overwintering_pupa	en
5109686	0	Overwintering_adult	en
5109686	nocturnal	Diurnality	en
5109686	herbivore	Feeding_guild_larva	en
5109686	oligophagous	Trophic_range_larva	en
5109686	0	Habitat_urban	en
5109686	0	Habitat_agriculture	en
5109686	0	Habitat_forest	en
5109686	1	Habitat_grassland	en
5109686	0	Habitat_heathland	en
5109686	0	Habitat_dunes	en
5109686	0	Habitat_fresh_marshes	en
5109686	0	Habitat_salt_marshes	en
5109523	univoltine	Voltinism_max	en
5109523	0	Overwintering_egg	en
5109523	0	Overwintering_larva	en
5109523	1	Overwintering_pupa	en
5109523	0	Overwintering_adult	en
5109523	nocturnal	Diurnality	en
5109523	herbivore	Feeding_guild_larva	en
5109523	pollinator	Feeding_guild_adult	en
5109523	polyphagous	Trophic_range_larva	en
5109523	polyphagous	Trophic_range_adult	en
5109523	1	Habitat_urban	en
5109523	0	Habitat_agriculture	en
5109523	0	Habitat_forest	en
5109523	1	Habitat_grassland	en
5109523	0	Habitat_heathland	en
5109523	1	Habitat_dunes	en
5109523	1	Habitat_fresh_marshes	en
5109523	0	Habitat_salt_marshes	en
5109661	univoltine	Voltinism_max	en
5109661	0	Overwintering_egg	en
5109661	0	Overwintering_larva	en
